Entity,Code,Year,Palm fruit oil - Area harvested (hectares)
High-income countries,OWID_HIC,2008,58900
High-income countries,OWID_HIC,2009,62650
High-income countries,OWID_HIC,2010,63050
High-income countries,OWID_HIC,2011,65150
High-income countries,OWID_HIC,2012,68800
High-income countries,OWID_HIC,2013,79912
High-income countries,OWID_HIC,2014,83076
High-income countries,OWID_HIC,2015,74323
High-income countries,OWID_HIC,2016,77171
High-income countries,OWID_HIC,2017,80918
High-income countries,OWID_HIC,2018,91440
High-income countries,OWID_HIC,2019,101544
High-income countries,OWID_HIC,2020,95802
High-income countries,OWID_HIC,2021,102155
High-income countries,OWID_HIC,2022,100521
High-income countries,OWID_HIC,2023,101034
High-income countries,OWID_HIC,2024,100512
Honduras,HND,1961,1991
Honduras,HND,1962,2019
Honduras,HND,1963,1973
Honduras,HND,1964,1943
Honduras,HND,1965,1889
Honduras,HND,1966,2074
Honduras,HND,1967,2302
Honduras,HND,1968,2555
Honduras,HND,1969,2836
Honduras,HND,1970,3148
Honduras,HND,1971,3317
Honduras,HND,1972,3876
Honduras,HND,1973,5436
Honduras,HND,1974,5962
Honduras,HND,1975,7671
Honduras,HND,1976,7710
Honduras,HND,1977,13255
Honduras,HND,1978,15298
Honduras,HND,1979,18557
Honduras,HND,1980,17787
Honduras,HND,1981,20234
Honduras,HND,1982,20386
Honduras,HND,1983,20520
Honduras,HND,1984,20523
Honduras,HND,1985,22327
Honduras,HND,1986,23112
Honduras,HND,1987,20301
Honduras,HND,1988,22618
Honduras,HND,1989,23788
Honduras,HND,1990,24569
Honduras,HND,1991,26734
Honduras,HND,1992,30133
Honduras,HND,1993,20528
Honduras,HND,1994,31000
Honduras,HND,1995,31000
Honduras,HND,1996,31000
Honduras,HND,1997,32000
Honduras,HND,1998,33000
Honduras,HND,1999,33000
Honduras,HND,2000,34000
Honduras,HND,2001,51000
Honduras,HND,2002,56000
Honduras,HND,2003,61000
Honduras,HND,2004,69000
Honduras,HND,2005,75000
Honduras,HND,2006,80000
Honduras,HND,2007,86000
Honduras,HND,2008,93000
Honduras,HND,2009,100000
Honduras,HND,2010,105000
Honduras,HND,2011,110000
Honduras,HND,2012,117000
Honduras,HND,2013,125000
Honduras,HND,2014,130000
Honduras,HND,2015,155000
Honduras,HND,2016,175000
Honduras,HND,2017,180000
Honduras,HND,2018,190000
Honduras,HND,2019,190000
Honduras,HND,2020,200000
Honduras,HND,2021,210000
Honduras,HND,2022,217000
Honduras,HND,2023,225000
Honduras,HND,2024,186555
Indonesia,IDN,1961,70000
Indonesia,IDN,1962,70000
Indonesia,IDN,1963,75000
Indonesia,IDN,1964,80000
Indonesia,IDN,1965,80000
Indonesia,IDN,1966,85000
Indonesia,IDN,1967,85000
Indonesia,IDN,1968,90000
Indonesia,IDN,1969,90000
Indonesia,IDN,1970,100000
Indonesia,IDN,1971,95000
Indonesia,IDN,1972,100000
Indonesia,IDN,1973,100000
Indonesia,IDN,1974,110000
Indonesia,IDN,1975,142000
Indonesia,IDN,1976,130000
Indonesia,IDN,1977,140000
Indonesia,IDN,1978,180000
Indonesia,IDN,1979,200000
Indonesia,IDN,1980,204000
Indonesia,IDN,1981,230000
Indonesia,IDN,1982,239700
Indonesia,IDN,1983,255300
Indonesia,IDN,1984,296300
Indonesia,IDN,1985,348700
Indonesia,IDN,1986,374100
Indonesia,IDN,1987,421600
Indonesia,IDN,1988,535000
Indonesia,IDN,1989,590000
Indonesia,IDN,1990,673033
Indonesia,IDN,1991,772245
Indonesia,IDN,1992,875100
Indonesia,IDN,1993,921000
Indonesia,IDN,1994,1045000
Indonesia,IDN,1995,1190000
Indonesia,IDN,1996,1428350
Indonesia,IDN,1997,1622503
Indonesia,IDN,1998,1795081
Indonesia,IDN,1999,1847000
Indonesia,IDN,2000,2014000
Indonesia,IDN,2001,2200000
Indonesia,IDN,2002,2790000
Indonesia,IDN,2003,3040000
Indonesia,IDN,2004,3320000
Indonesia,IDN,2005,3690000
Indonesia,IDN,2006,4110000
Indonesia,IDN,2007,4560000
Indonesia,IDN,2008,4980000
Indonesia,IDN,2009,5000000
Indonesia,IDN,2010,5780000
Indonesia,IDN,2011,6170000
Indonesia,IDN,2012,6650000
Indonesia,IDN,2013,7720000
Indonesia,IDN,2014,8150000
Indonesia,IDN,2015,8650000
Indonesia,IDN,2016,9720000
Indonesia,IDN,2017,11000000
Indonesia,IDN,2018,12200000
Indonesia,IDN,2019,12880000
Indonesia,IDN,2020,13250000
Indonesia,IDN,2021,13670000
Indonesia,IDN,2022,13940000
Indonesia,IDN,2023,14170000
Indonesia,IDN,2024,14320000
Land Locked Developing Countries (FAO),,1961,11500
Land Locked Developing Countries (FAO),,1962,11700
Land Locked Developing Countries (FAO),,1963,11700
Land Locked Developing Countries (FAO),,1964,14300
Land Locked Developing Countries (FAO),,1965,16600
Land Locked Developing Countries (FAO),,1966,21800
Land Locked Developing Countries (FAO),,1967,18800
Land Locked Developing Countries (FAO),,1968,21400
Land Locked Developing Countries (FAO),,1969,22500
Land Locked Developing Countries (FAO),,1970,26000
Land Locked Developing Countries (FAO),,1971,31700
Land Locked Developing Countries (FAO),,1972,29400
Land Locked Developing Countries (FAO),,1973,23300
Land Locked Developing Countries (FAO),,1974,29000
Land Locked Developing Countries (FAO),,1975,26000
Land Locked Developing Countries (FAO),,1976,26700
Land Locked Developing Countries (FAO),,1977,30900
Land Locked Developing Countries (FAO),,1978,21400
Land Locked Developing Countries (FAO),,1979,27600
Land Locked Developing Countries (FAO),,1980,27700
Land Locked Developing Countries (FAO),,1981,22200
Land Locked Developing Countries (FAO),,1982,35200
Land Locked Developing Countries (FAO),,1983,21200
Land Locked Developing Countries (FAO),,1984,30200
Land Locked Developing Countries (FAO),,1985,29250
Land Locked Developing Countries (FAO),,1986,29250
Land Locked Developing Countries (FAO),,1987,26850
Land Locked Developing Countries (FAO),,1988,26850
Land Locked Developing Countries (FAO),,1989,26850
Land Locked Developing Countries (FAO),,1990,26850
Land Locked Developing Countries (FAO),,1991,26850
Land Locked Developing Countries (FAO),,1992,25850
Land Locked Developing Countries (FAO),,1993,24950
Land Locked Developing Countries (FAO),,1994,24950
Land Locked Developing Countries (FAO),,1995,17250
Land Locked Developing Countries (FAO),,1996,17250
Land Locked Developing Countries (FAO),,1997,17250
Land Locked Developing Countries (FAO),,1998,17250
Land Locked Developing Countries (FAO),,1999,18750
Land Locked Developing Countries (FAO),,2000,18200
Land Locked Developing Countries (FAO),,2001,17950
Land Locked Developing Countries (FAO),,2002,18100
Land Locked Developing Countries (FAO),,2003,18500
Land Locked Developing Countries (FAO),,2004,18800
Land Locked Developing Countries (FAO),,2005,19930
Land Locked Developing Countries (FAO),,2006,21630
Land Locked Developing Countries (FAO),,2007,26000
Land Locked Developing Countries (FAO),,2008,26400
Land Locked Developing Countries (FAO),,2009,26220
Land Locked Developing Countries (FAO),,2010,25025
Land Locked Developing Countries (FAO),,2011,23630
Land Locked Developing Countries (FAO),,2012,23830
Land Locked Developing Countries (FAO),,2013,24550
Land Locked Developing Countries (FAO),,2014,25317
Land Locked Developing Countries (FAO),,2015,25471
Land Locked Developing Countries (FAO),,2016,25339
Land Locked Developing Countries (FAO),,2017,25188
Land Locked Developing Countries (FAO),,2018,24964
Land Locked Developing Countries (FAO),,2019,24701
Land Locked Developing Countries (FAO),,2020,24999
Land Locked Developing Countries (FAO),,2021,24888
Land Locked Developing Countries (FAO),,2022,24875
Land Locked Developing Countries (FAO),,2023,24921
Land Locked Developing Countries (FAO),,2024,24894
Least Developed Countries (FAO),,1961,596125
Least Developed Countries (FAO),,1962,590525
Least Developed Countries (FAO),,1963,569655
Least Developed Countries (FAO),,1964,552655
Least Developed Countries (FAO),,1965,504105
Least Developed Countries (FAO),,1966,509305
Least Developed Countries (FAO),,1967,536225
Least Developed Countries (FAO),,1968,584205
Least Developed Countries (FAO),,1969,591160
Least Developed Countries (FAO),,1970,578510
Least Developed Countries (FAO),,1971,577690
Least Developed Countries (FAO),,1972,566740
Least Developed Countries (FAO),,1973,555260
Least Developed Countries (FAO),,1974,553670
Least Developed Countries (FAO),,1975,553050
Least Developed Countries (FAO),,1976,544659
Least Developed Countries (FAO),,1977,541964
Least Developed Countries (FAO),,1978,539894
Least Developed Countries (FAO),,1979,553636
Least Developed Countries (FAO),,1980,559035
Least Developed Countries (FAO),,1981,562355
Least Developed Countries (FAO),,1982,568882
Least Developed Countries (FAO),,1983,569252
Least Developed Countries (FAO),,1984,576350
Least Developed Countries (FAO),,1985,572366
Least Developed Countries (FAO),,1986,580938
Least Developed Countries (FAO),,1987,586060
Least Developed Countries (FAO),,1988,594202
Least Developed Countries (FAO),,1989,602986
Least Developed Countries (FAO),,1990,613219
Least Developed Countries (FAO),,1991,638716
Least Developed Countries (FAO),,1992,663792
Least Developed Countries (FAO),,1993,673519
Least Developed Countries (FAO),,1994,679865
Least Developed Countries (FAO),,1995,686241
Least Developed Countries (FAO),,1996,699568
Least Developed Countries (FAO),,1997,683494
Least Developed Countries (FAO),,1998,669671
Least Developed Countries (FAO),,1999,657348
Least Developed Countries (FAO),,2000,659925
Least Developed Countries (FAO),,2001,637102
Least Developed Countries (FAO),,2002,627279
Least Developed Countries (FAO),,2003,621956
Least Developed Countries (FAO),,2004,625144
Least Developed Countries (FAO),,2005,630154
Least Developed Countries (FAO),,2006,639330
Least Developed Countries (FAO),,2007,645448
Least Developed Countries (FAO),,2008,653273
Least Developed Countries (FAO),,2009,657655
Least Developed Countries (FAO),,2010,662081
Least Developed Countries (FAO),,2011,665868
Least Developed Countries (FAO),,2012,716993
Least Developed Countries (FAO),,2013,766551
Least Developed Countries (FAO),,2014,778847
Least Developed Countries (FAO),,2015,794897
Least Developed Countries (FAO),,2016,809734
Least Developed Countries (FAO),,2017,822053
Least Developed Countries (FAO),,2018,839540
Least Developed Countries (FAO),,2019,875218
Least Developed Countries (FAO),,2020,873528
Least Developed Countries (FAO),,2021,886096
Least Developed Countries (FAO),,2022,897655
Least Developed Countries (FAO),,2023,904949
Least Developed Countries (FAO),,2024,896889
Liberia,LBR,1961,10000
Liberia,LBR,1962,11000
Liberia,LBR,1963,12000
Liberia,LBR,1964,13000
Liberia,LBR,1965,13500
Liberia,LBR,1966,14000
Liberia,LBR,1967,14000
Liberia,LBR,1968,14000
Liberia,LBR,1969,12500
Liberia,LBR,1970,13000
Liberia,LBR,1971,18000
Liberia,LBR,1972,15000
Liberia,LBR,1973,14000
Liberia,LBR,1974,17000
Liberia,LBR,1975,18000
Liberia,LBR,1976,17000
Liberia,LBR,1977,14000
Liberia,LBR,1978,12500
Liberia,LBR,1979,11000
Liberia,LBR,1980,11000
Liberia,LBR,1981,10000
Liberia,LBR,1982,11000
Liberia,LBR,1983,11000
Liberia,LBR,1984,11500
Liberia,LBR,1985,11500
Liberia,LBR,1986,10000
Liberia,LBR,1987,9500
Liberia,LBR,1988,9000
Liberia,LBR,1989,8500
Liberia,LBR,1990,8000
Liberia,LBR,1991,11900
Liberia,LBR,1992,11900
Liberia,LBR,1993,11900
Liberia,LBR,1994,11900
Liberia,LBR,1995,11900
Liberia,LBR,1996,11900
Liberia,LBR,1997,16200
Liberia,LBR,1998,16200
Liberia,LBR,1999,16200
Liberia,LBR,2000,16200
Liberia,LBR,2001,16200
Liberia,LBR,2002,16200
Liberia,LBR,2003,16200
Liberia,LBR,2004,16200
Liberia,LBR,2005,17000
Liberia,LBR,2006,17000
Liberia,LBR,2007,17000
Liberia,LBR,2008,17000
Liberia,LBR,2009,17000
Liberia,LBR,2010,17000
Liberia,LBR,2011,17000
Liberia,LBR,2012,17000
Liberia,LBR,2013,17000
Liberia,LBR,2014,17661
Liberia,LBR,2015,17629
Liberia,LBR,2016,17674
Liberia,LBR,2017,17728
Liberia,LBR,2018,17686
Liberia,LBR,2019,18338
Liberia,LBR,2020,19052
Liberia,LBR,2021,19161
Liberia,LBR,2022,19323
Liberia,LBR,2023,19407
Liberia,LBR,2024,19512
Low Income Food Deficit Countries (FAO),,1961,614070
Low Income Food Deficit Countries (FAO),,1962,606470
Low Income Food Deficit Countries (FAO),,1963,595600
Low Income Food Deficit Countries (FAO),,1964,576600
Low Income Food Deficit Countries (FAO),,1965,537550
Low Income Food Deficit Countries (FAO),,1966,528250
Low Income Food Deficit Countries (FAO),,1967,566170
Low Income Food Deficit Countries (FAO),,1968,617200
Low Income Food Deficit Countries (FAO),,1969,617600
Low Income Food Deficit Countries (FAO),,1970,600950
Low Income Food Deficit Countries (FAO),,1971,597100
Low Income Food Deficit Countries (FAO),,1972,587150
Low Income Food Deficit Countries (FAO),,1973,577403
Low Income Food Deficit Countries (FAO),,1974,576800
Low Income Food Deficit Countries (FAO),,1975,580750
Low Income Food Deficit Countries (FAO),,1976,565040
Low Income Food Deficit Countries (FAO),,1977,562900
Low Income Food Deficit Countries (FAO),,1978,562000
Low Income Food Deficit Countries (FAO),,1979,577450
Low Income Food Deficit Countries (FAO),,1980,587800
Low Income Food Deficit Countries (FAO),,1981,584120
Low Income Food Deficit Countries (FAO),,1982,595650
Low Income Food Deficit Countries (FAO),,1983,588120
Low Income Food Deficit Countries (FAO),,1984,608120
Low Income Food Deficit Countries (FAO),,1985,604870
Low Income Food Deficit Countries (FAO),,1986,612420
Low Income Food Deficit Countries (FAO),,1987,615970
Low Income Food Deficit Countries (FAO),,1988,624393
Low Income Food Deficit Countries (FAO),,1989,642600
Low Income Food Deficit Countries (FAO),,1990,651400
Low Income Food Deficit Countries (FAO),,1991,658930
Low Income Food Deficit Countries (FAO),,1992,682680
Low Income Food Deficit Countries (FAO),,1993,687880
Low Income Food Deficit Countries (FAO),,1994,695200
Low Income Food Deficit Countries (FAO),,1995,702050
Low Income Food Deficit Countries (FAO),,1996,716150
Low Income Food Deficit Countries (FAO),,1997,701250
Low Income Food Deficit Countries (FAO),,1998,687100
Low Income Food Deficit Countries (FAO),,1999,677750
Low Income Food Deficit Countries (FAO),,2000,679875
Low Income Food Deficit Countries (FAO),,2001,655950
Low Income Food Deficit Countries (FAO),,2002,647100
Low Income Food Deficit Countries (FAO),,2003,642950
Low Income Food Deficit Countries (FAO),,2004,647181
Low Income Food Deficit Countries (FAO),,2005,665505
Low Income Food Deficit Countries (FAO),,2006,677994
Low Income Food Deficit Countries (FAO),,2007,685681
Low Income Food Deficit Countries (FAO),,2008,697811
Low Income Food Deficit Countries (FAO),,2009,725060
Low Income Food Deficit Countries (FAO),,2010,739815
Low Income Food Deficit Countries (FAO),,2011,751849
Low Income Food Deficit Countries (FAO),,2012,808379
Low Income Food Deficit Countries (FAO),,2013,876927
Low Income Food Deficit Countries (FAO),,2014,891435
Low Income Food Deficit Countries (FAO),,2015,916347
Low Income Food Deficit Countries (FAO),,2016,950224
Low Income Food Deficit Countries (FAO),,2017,971259
Low Income Food Deficit Countries (FAO),,2018,996992
Low Income Food Deficit Countries (FAO),,2019,1030092
Low Income Food Deficit Countries (FAO),,2020,1087344
Low Income Food Deficit Countries (FAO),,2021,1099600
Low Income Food Deficit Countries (FAO),,2022,1058319
Low Income Food Deficit Countries (FAO),,2023,1057807
Low Income Food Deficit Countries (FAO),,2024,1072909
Low-income countries,OWID_LIC,1961,310100
Low-income countries,OWID_LIC,1962,303600
Low-income countries,OWID_LIC,1963,284100
Low-income countries,OWID_LIC,1964,266100
Low-income countries,OWID_LIC,1965,222100
Low-income countries,OWID_LIC,1966,226300
Low-income countries,OWID_LIC,1967,252300
Low-income countries,OWID_LIC,1968,300400
Low-income countries,OWID_LIC,1969,304300
Low-income countries,OWID_LIC,1970,293700
Low-income countries,OWID_LIC,1971,290100
Low-income countries,OWID_LIC,1972,279200
Low-income countries,OWID_LIC,1973,267650
Low-income countries,OWID_LIC,1974,265950
Low-income countries,OWID_LIC,1975,265100
Low-income countries,OWID_LIC,1976,258400
Low-income countries,OWID_LIC,1977,255300
Low-income countries,OWID_LIC,1978,250700
Low-income countries,OWID_LIC,1979,264200
Low-income countries,OWID_LIC,1980,269500
Low-income countries,OWID_LIC,1981,273800
Low-income countries,OWID_LIC,1982,280350
Low-income countries,OWID_LIC,1983,279650
Low-income countries,OWID_LIC,1984,287550
Low-income countries,OWID_LIC,1985,290300
Low-income countries,OWID_LIC,1986,297750
Low-income countries,OWID_LIC,1987,301160
Low-income countries,OWID_LIC,1988,305680
Low-income countries,OWID_LIC,1989,310660
Low-income countries,OWID_LIC,1990,308320
Low-income countries,OWID_LIC,1991,313450
Low-income countries,OWID_LIC,1992,312300
Low-income countries,OWID_LIC,1993,312000
Low-income countries,OWID_LIC,1994,312350
Low-income countries,OWID_LIC,1995,313350
Low-income countries,OWID_LIC,1996,316950
Low-income countries,OWID_LIC,1997,300250
Low-income countries,OWID_LIC,1998,284550
Low-income countries,OWID_LIC,1999,272050
Low-income countries,OWID_LIC,2000,271500
Low-income countries,OWID_LIC,2001,251450
Low-income countries,OWID_LIC,2002,241600
Low-income countries,OWID_LIC,2003,233700
Low-income countries,OWID_LIC,2004,235781
Low-income countries,OWID_LIC,2005,239705
Low-income countries,OWID_LIC,2006,247594
Low-income countries,OWID_LIC,2007,252524
Low-income countries,OWID_LIC,2008,256809
Low-income countries,OWID_LIC,2009,258601
Low-income countries,OWID_LIC,2010,259115
Low-income countries,OWID_LIC,2011,258609
Low-income countries,OWID_LIC,2012,305008
Low-income countries,OWID_LIC,2013,349227
Low-income countries,OWID_LIC,2014,356735
Low-income countries,OWID_LIC,2015,367368
Low-income countries,OWID_LIC,2016,376662
Low-income countries,OWID_LIC,2017,379230
Low-income countries,OWID_LIC,2018,385346
Low-income countries,OWID_LIC,2019,411757
Low-income countries,OWID_LIC,2020,395280
Low-income countries,OWID_LIC,2021,398582
Low-income countries,OWID_LIC,2022,404965
Low-income countries,OWID_LIC,2023,405149
Low-income countries,OWID_LIC,2024,409082
Lower-middle-income countries,OWID_LMC,1961,3133166
Lower-middle-income countries,OWID_LMC,1962,2932094
Lower-middle-income countries,OWID_LMC,1963,3039678
Lower-middle-income countries,OWID_LMC,1964,3064648
Lower-middle-income countries,OWID_LMC,1965,3169444
Lower-middle-income countries,OWID_LMC,1966,3057379
Lower-middle-income countries,OWID_LMC,1967,2572427
Lower-middle-income countries,OWID_LMC,1968,2584710
Lower-middle-income countries,OWID_LMC,1969,2684846
Lower-middle-income countries,OWID_LMC,1970,2638508
Lower-middle-income countries,OWID_LMC,1971,2644057
Lower-middle-income countries,OWID_LMC,1972,2501276
Lower-middle-income countries,OWID_LMC,1973,2527684
Lower-middle-income countries,OWID_LMC,1974,2707584
Lower-middle-income countries,OWID_LMC,1975,2669908
Lower-middle-income countries,OWID_LMC,1976,2664862
Lower-middle-income countries,OWID_LMC,1977,2720876
Lower-middle-income countries,OWID_LMC,1978,2591954
Lower-middle-income countries,OWID_LMC,1979,2922016
Lower-middle-income countries,OWID_LMC,1980,2910456
Lower-middle-income countries,OWID_LMC,1981,2609340
Lower-middle-income countries,OWID_LMC,1982,2635944
Lower-middle-income countries,OWID_LMC,1983,2523174
Lower-middle-income countries,OWID_LMC,1984,2831224
Lower-middle-income countries,OWID_LMC,1985,2803354
Lower-middle-income countries,OWID_LMC,1986,2829733
Lower-middle-income countries,OWID_LMC,1987,2905073
Lower-middle-income countries,OWID_LMC,1988,2875025
Lower-middle-income countries,OWID_LMC,1989,2926837
Lower-middle-income countries,OWID_LMC,1990,2998870
Lower-middle-income countries,OWID_LMC,1991,3182800
Lower-middle-income countries,OWID_LMC,1992,3326090
Lower-middle-income countries,OWID_LMC,1993,3477740
Lower-middle-income countries,OWID_LMC,1994,3548221
Lower-middle-income countries,OWID_LMC,1995,3750532
Lower-middle-income countries,OWID_LMC,1996,3782818
Lower-middle-income countries,OWID_LMC,1997,3787244
Lower-middle-income countries,OWID_LMC,1998,3813721
Lower-middle-income countries,OWID_LMC,1999,3883780
Lower-middle-income countries,OWID_LMC,2000,3974700
Lower-middle-income countries,OWID_LMC,2001,4115417
Lower-middle-income countries,OWID_LMC,2002,4142163
Lower-middle-income countries,OWID_LMC,2003,4331241
Lower-middle-income countries,OWID_LMC,2004,4473705
Lower-middle-income countries,OWID_LMC,2005,4532183
Lower-middle-income countries,OWID_LMC,2006,4307713
Lower-middle-income countries,OWID_LMC,2007,4351606
Lower-middle-income countries,OWID_LMC,2008,4490215
Lower-middle-income countries,OWID_LMC,2009,4573607
Lower-middle-income countries,OWID_LMC,2010,4635740
Lower-middle-income countries,OWID_LMC,2011,4666234
Lower-middle-income countries,OWID_LMC,2012,4775500
Lower-middle-income countries,OWID_LMC,2013,4498540
Lower-middle-income countries,OWID_LMC,2014,4674555
Lower-middle-income countries,OWID_LMC,2015,4857656
Lower-middle-income countries,OWID_LMC,2016,5041759
Lower-middle-income countries,OWID_LMC,2017,5360999
Lower-middle-income countries,OWID_LMC,2018,5591082
Lower-middle-income countries,OWID_LMC,2019,5746128
Lower-middle-income countries,OWID_LMC,2020,5927298
Lower-middle-income countries,OWID_LMC,2021,6209576
Lower-middle-income countries,OWID_LMC,2022,6428150
Lower-middle-income countries,OWID_LMC,2023,6693769
Lower-middle-income countries,OWID_LMC,2024,6545228
Madagascar,MDG,1973,250
Madagascar,MDG,1974,450
Madagascar,MDG,1975,1300
Madagascar,MDG,1976,1000
Madagascar,MDG,1977,1100
Madagascar,MDG,1978,1100
Madagascar,MDG,1979,1100
Madagascar,MDG,1980,1200
Madagascar,MDG,1981,1200
Madagascar,MDG,1982,1450
Madagascar,MDG,1983,1450
Madagascar,MDG,1984,1450
Madagascar,MDG,1985,1450
Madagascar,MDG,1986,1600
Madagascar,MDG,1987,1600
Madagascar,MDG,1988,1600
Madagascar,MDG,1989,1950
Madagascar,MDG,1990,1950
Madagascar,MDG,1991,1950
Madagascar,MDG,1992,1950
Madagascar,MDG,1993,2000
Madagascar,MDG,1994,1800
Madagascar,MDG,1995,1800
Madagascar,MDG,1996,1800
Madagascar,MDG,1997,1800
Madagascar,MDG,1998,1800
Madagascar,MDG,1999,1800
Madagascar,MDG,2000,1800
Madagascar,MDG,2001,1800
Madagascar,MDG,2002,1800
Madagascar,MDG,2003,1800
Madagascar,MDG,2004,1800
Madagascar,MDG,2005,1800
Madagascar,MDG,2006,1800
Madagascar,MDG,2007,1800
Madagascar,MDG,2008,1810
Madagascar,MDG,2009,1810
Madagascar,MDG,2010,1820
Madagascar,MDG,2011,1820
Madagascar,MDG,2012,1850
Madagascar,MDG,2013,1850
Madagascar,MDG,2014,1808
Madagascar,MDG,2015,1811
Madagascar,MDG,2016,1807
Madagascar,MDG,2017,1805
Madagascar,MDG,2018,1811
Madagascar,MDG,2019,1807
Madagascar,MDG,2020,1805
Madagascar,MDG,2021,1808
Madagascar,MDG,2022,1812
Madagascar,MDG,2023,1812
Madagascar,MDG,2024,1812
Malaysia,MYS,1961,43302
Malaysia,MYS,1962,46175
Malaysia,MYS,1963,49073
Malaysia,MYS,1964,52900
Malaysia,MYS,1965,59000
Malaysia,MYS,1966,67400
Malaysia,MYS,1967,78500
Malaysia,MYS,1968,99100
Malaysia,MYS,1969,125400
Malaysia,MYS,1970,149900
Malaysia,MYS,1971,184000
Malaysia,MYS,1972,235100
Malaysia,MYS,1973,278300
Malaysia,MYS,1974,329800
Malaysia,MYS,1975,385666
Malaysia,MYS,1976,454009
Malaysia,MYS,1977,521486
Malaysia,MYS,1978,603087
Malaysia,MYS,1979,670299
Malaysia,MYS,1980,777388
Malaysia,MYS,1981,848143
Malaysia,MYS,1982,888619
Malaysia,MYS,1983,1010879
Malaysia,MYS,1984,1072451
Malaysia,MYS,1985,1201010
Malaysia,MYS,1986,1360579
Malaysia,MYS,1987,1373147
Malaysia,MYS,1988,1530905
Malaysia,MYS,1989,1672096
Malaysia,MYS,1990,1746054
Malaysia,MYS,1991,2094028
Malaysia,MYS,1992,2197660
Malaysia,MYS,1993,2305925
Malaysia,MYS,1994,2411999
Malaysia,MYS,1995,2540087
Malaysia,MYS,1996,2692286
Malaysia,MYS,1997,2893089
Malaysia,MYS,1998,3078116
Malaysia,MYS,1999,3313393
Malaysia,MYS,2000,3376664
Malaysia,MYS,2001,3499012
Malaysia,MYS,2002,3670243
Malaysia,MYS,2003,3802040
Malaysia,MYS,2004,3875327
Malaysia,MYS,2005,4051374
Malaysia,MYS,2006,4165215
Malaysia,MYS,2007,4304913
Malaysia,MYS,2008,4487957
Malaysia,MYS,2009,4691160
Malaysia,MYS,2010,4853766
Malaysia,MYS,2011,5000109
Malaysia,MYS,2012,5076929
Malaysia,MYS,2013,5229739
Malaysia,MYS,2014,4689321
Malaysia,MYS,2015,4859397
Malaysia,MYS,2016,5001438
Malaysia,MYS,2017,5110713
Malaysia,MYS,2018,5189344
Malaysia,MYS,2019,5216822
Malaysia,MYS,2020,5231743
Malaysia,MYS,2021,5144180
Malaysia,MYS,2022,5127290
Malaysia,MYS,2023,5130172
Malaysia,MYS,2024,5066524
Melanesia,OWID_MNS,1961,55
Melanesia,OWID_MNS,1962,55
Melanesia,OWID_MNS,1963,55
Melanesia,OWID_MNS,1964,55
Melanesia,OWID_MNS,1965,55
Melanesia,OWID_MNS,1966,55
Melanesia,OWID_MNS,1967,55
Melanesia,OWID_MNS,1968,55
Melanesia,OWID_MNS,1969,110
Melanesia,OWID_MNS,1970,110
Melanesia,OWID_MNS,1971,440
Melanesia,OWID_MNS,1972,1640
Melanesia,OWID_MNS,1973,3140
Melanesia,OWID_MNS,1974,3270
Melanesia,OWID_MNS,1975,7200
Melanesia,OWID_MNS,1976,10519
Melanesia,OWID_MNS,1977,11964
Melanesia,OWID_MNS,1978,12494
Melanesia,OWID_MNS,1979,14286
Melanesia,OWID_MNS,1980,14335
Melanesia,OWID_MNS,1981,18835
Melanesia,OWID_MNS,1982,28332
Melanesia,OWID_MNS,1983,29332
Melanesia,OWID_MNS,1984,41530
Melanesia,OWID_MNS,1985,42296
Melanesia,OWID_MNS,1986,44918
Melanesia,OWID_MNS,1987,45590
Melanesia,OWID_MNS,1988,38809
Melanesia,OWID_MNS,1989,45486
Melanesia,OWID_MNS,1990,51019
Melanesia,OWID_MNS,1991,52000
Melanesia,OWID_MNS,1992,58000
Melanesia,OWID_MNS,1993,63000
Melanesia,OWID_MNS,1994,67000
Melanesia,OWID_MNS,1995,70000
Melanesia,OWID_MNS,1996,70000
Melanesia,OWID_MNS,1997,71000
Melanesia,OWID_MNS,1998,72000
Melanesia,OWID_MNS,1999,76000
Melanesia,OWID_MNS,2000,81000
Melanesia,OWID_MNS,2001,84000
Melanesia,OWID_MNS,2002,88000
Melanesia,OWID_MNS,2003,92000
Melanesia,OWID_MNS,2004,94000
Melanesia,OWID_MNS,2005,97000
Melanesia,OWID_MNS,2006,102000
Melanesia,OWID_MNS,2007,106000
Melanesia,OWID_MNS,2008,128000
Melanesia,OWID_MNS,2009,131000
Melanesia,OWID_MNS,2010,148000
Melanesia,OWID_MNS,2011,157000
Melanesia,OWID_MNS,2012,161000
Melanesia,OWID_MNS,2013,166000
Melanesia,OWID_MNS,2014,184016
Melanesia,OWID_MNS,2015,200552
Melanesia,OWID_MNS,2016,212482
Melanesia,OWID_MNS,2017,216413
Melanesia,OWID_MNS,2018,223702
Melanesia,OWID_MNS,2019,240123
Melanesia,OWID_MNS,2020,258276
Melanesia,OWID_MNS,2021,276535
Melanesia,OWID_MNS,2022,295898
Melanesia,OWID_MNS,2023,312414
Melanesia,OWID_MNS,2024,309937
Mexico,MEX,1961,19419
Mexico,MEX,1962,22193
Mexico,MEX,1963,19729
Mexico,MEX,1964,20927
Mexico,MEX,1965,20941
Mexico,MEX,1966,20971
Mexico,MEX,1967,18668
Mexico,MEX,1968,20514
Mexico,MEX,1969,17496
Mexico,MEX,1970,13188
Mexico,MEX,1971,10916
Mexico,MEX,1972,12780
